date,hour,daytype,mesh_code,count
2020-09-01,0,平日,53394610111,41
2020-09-01,0,平日,53394632413,44
2020-09-01,0,平日,53394519131,9
2020-09-01,0,平日,53394610134,2
2020-09-01,0,平日,53394539221,1
2020-09-01,0,平日,53394631212,152
2020-09-01,0,平日,53394539411,7
2020-09-01,0,平日,53394610233,3
2020-09-01,0,平日,53394600334,26
2020-09-01,0,平日,53394519212,8
2020-09-01,0,平日,53394631412,24
2020-09-01,0,平日,53394630221,12
2020-09-01,0,平日,53394621432,23
2020-09-01,0,平日,53394611342,25
2020-09-01,0,平日,53394600413,14
2020-09-01,0,平日,53394610143,2
2020-09-01,0,平日,53394621344,15
2020-09-01,0,平日,53394611143,28
2020-09-01,0,平日,53394632341,32
2020-09-01,0,平日,53394518422,19
2020-09-01,0,平日,53394630321,19
2020-09-01,0,平日,53394509434,9
2020-09-01,0,平日,53394539432,23
2020-09-01,0,平日,53394610244,22
2020-09-01,0,平日,53394519324,4
2020-09-01,0,平日,53394631124,11
2020-09-01,0,平日,53394528124,55
2020-09-01,0,平日,53394519414,3
2020-09-01,0,平日,53394620243,11
2020-09-01,0,平日,53394600441,27
2020-09-01,0,平日,53394600332,11
2020-09-01,0,平日,53394539143,1
2020-09-01,0,平日,53394610424,30
2020-09-01,0,平日,53394641412,22
2020-09-01,0,平日,53394620242,20
2020-09-01,0,平日,53394529333,11
2020-09-01,0,平日,53394631332,17
2020-09-01,0,平日,53394620431,11
2020-09-01,0,平日,53394529433,9
2020-09-01,0,平日,53394632313,37
2020-09-01,0,平日,53394631421,33
2020-09-01,0,平日,53394632323,30
2020-09-01,0,平日,53394631213,32
2020-09-01,0,平日,53394528222,23
2020-09-01,0,平日,53394631243,36
2020-09-01,0,平日,53394528221,20
2020-09-01,0,平日,53394528213,10
2020-09-01,0,平日,53394632141,35
2020-09-01,0,平日,53394528212,13
2020-09-01,0,平日,53394620212,1
2020-09-01,0,平日,53394529131,14
2020-09-01,0,平日,53394601333,70
2020-09-01,0,平日,53394620334,1
2020-09-01,0,平日,53394621433,63
2020-09-01,0,平日,53394529341,11
2020-09-01,0,平日,53394529413,12
2020-09-01,0,平日,53394519112,9
2020-09-01,0,平日,53394620442,20
2020-09-01,0,平日,53394519133,31
2020-09-01,0,平日,53394519314,8
2020-09-01,0,平日,53394549232,19
2020-09-01,0,平日,53394630431,13
2020-09-01,0,平日,53394519243,8
2020-09-01,0,平日,53394630314,9
2020-09-01,0,平日,53394620121,1
2020-09-01,0,平日,53394631214,59
2020-09-01,0,平日,53394631344,30
2020-09-01,0,平日,53394529112,19
2020-09-01,0,平日,53394611114,25
2020-09-01,0,平日,53394529342,7
2020-09-01,0,平日,53394620122,1
2020-09-01,0,平日,53394610131,13
2020-09-01,0,平日,53394631121,17
2020-09-01,0,平日,53394631112,23
2020-09-01,0,平日,53394600434,33
2020-09-01,0,平日,53394539241,3
